rep	theta	fst1	fst2	b2_e1	b2_e2
7	0.06540485609045843	0.6	0.125	0.9265185600189687	0.0006239663783034482
7	0.12231507686425569	0.6	0.25	0.9641610833685968	0.5229323014617228
7	0.12231507686425569	0.6	0.5	0.962439346272126	0.8297272863964686
7	0.12231507686425569	0.6	0.125	0.9634298473399976	0.014597012622455146
7	0.22874414718712846	0.6	0.25	0.9797225265547287	0.8369702718598598
7	0.22874414718712846	0.6	0.5	0.9756573510257618	0.9330788009108196
7	0.22874414718712846	0.6	0.125	0.9814938117133312	0.5930706677680067
7	0.4277795200213573	0.6	0.25	0.9865469492392334	0.934994742470642
7	0.4277795200213573	0.6	0.5	0.9854870849959991	0.9682599081208796
7	0.4277795200213573	0.6	0.125	0.9887221498506659	0.8599699800661955
7	0.8	0.6	0.25	0.9853961645611794	0.9771504023233321
7	0.8	0.6	0.5	0.003881177817165844	0.0037747520386529113
7	0.8	0.6	0.125	0.9869162513582317	0.9462683476769623
8	0.010000000000000005	0.6	0.25	0.13983783775865744	0.0007329954991820387
8	0.010000000000000005	0.6	0.5	0.21043779537208426	0.001146125604322099
8	0.010000000000000005	0.6	0.125	0.11569866283697214	9.422035032643692e-05
8	0.01870122253538597	0.6	0.25	0.6911843622108125	0.0001911827720194433
8	0.01870122253538597	0.6	0.5	0.6742138955670909	0.00276577974161717
8	0.01870122253538597	0.6	0.125	0.681139525649182	2.2055799072573538e-06
8	0.03497357243180281	0.6	0.25	0.8592846289372996	4.6923704241943323e-05
8	0.03497357243180281	0.6	0.5	0.8420276822446244	0.004180957509286098
8	0.03497357243180281	0.6	0.125	0.8396172153481741	0.002153804734567042
8	0.06540485609045843	0.6	0.25	0.926051692235381	0.0011825460554645726
8	0.06540485609045843	0.6	0.5	0.9331454058604661	0.5657698916214855
8	0.06540485609045843	0.6	0.125	0.9197810168694741	0.0005200059851605918
8	0.12231507686425569	0.6	0.25	0.9651708861920334	0.5834273601755164
8	0.12231507686425569	0.6	0.5	0.9630973013414621	0.8186182279556427
8	0.12231507686425569	0.6	0.125	0.9642193550315592	0.00014770184111723383
8	0.22874414718712846	0.6	0.25	0.979447424875453	0.8349052044725189
8	0.22874414718712846	0.6	0.5	0.9785366792527508	0.9341078572822044
8	0.22874414718712846	0.6	0.125	0.9803704438856504	0.5768995103671877
8	0.4277795200213573	0.6	0.25	0.9872916942443902	0.9338641461554804
8	0.4277795200213573	0.6	0.5	0.9858553554343238	0.9646760766882032
8	0.4277795200213573	0.6	0.125	0.9888888482995639	0.8558010369488579
8	0.8	0.6	0.25	0.9850712242888158	0.9760025453602287
8	0.8	0.6	0.5	0.035602443262492046	0.03541531833734356
8	0.8	0.6	0.125	0.9895270802650068	0.9560435497038634
9	0.010000000000000005	0.6	0.25	0.2853774145916973	0.0004666362222099683
9	0.010000000000000005	0.6	0.5	0.15324029716055726	2.5469553632583767e-05
9	0.010000000000000005	0.6	0.125	0.2758421206701698	0.0013090330407893535
9	0.01870122253538597	0.6	0.25	0.7012607163746052	0.0006452622889598033
