expFst1 expFst2 Rep M theta L D b2PC1 b2PC2 Fst1 Fst2
0.1 0.05 A23 1000 0.1 1000 1e+06 0.974344772603621 0.935429782502916 0.176783 0.0832458
0.1 0.01 A23 1000 0.1 1000 1e+06 0.980864091122917 0.553756536702194 0.1971995 0.025113
0.1 0.005 A23 1000 0.1 1000 1e+06 0.981696771502133 0.0292276902251143 0.193442 0.0116813
0.1 0.001 A23 1000 0.1 1000 1e+06 0.983207908487553 0.00540118312667857 0.198851 0.00275698
0.1 0.05 A23 1000 0.1 5000 5e+06 0.995078086639172 0.986242326715076 0.17114 0.0931072
0.1 0.01 A23 1000 0.1 5000 5e+06 0.996195048355412 0.923293756700698 0.1809455 0.018915
0.1 0.005 A23 1000 0.1 5000 5e+06 0.996280100111581 0.872506100256123 0.1829765 0.0116062
0.1 0.001 A23 1000 0.1 5000 5e+06 0.995741472185965 1.6172219352312e-05 0.188456 0.00204387
0.1 0.05 A23 1000 0.1 10000 1e+07 0.997305058412659 0.992200826368128 0.169009 0.0932773
0.1 0.01 A23 1000 0.1 10000 1e+07 0.998159573351232 0.960733915019123 0.1845395 0.0192519
0.1 0.005 A23 1000 0.1 10000 1e+07 0.998154023616016 0.92965653240152 0.183544 0.0119015
0.1 0.001 A23 1000 0.1 10000 1e+07 0.998118624802699 0.00563308595380877 0.1863415 0.00257827
0.1 0.05 A23 1000 0.15 500 5e+05 0.951018348854662 0.882002575321935 0.179686 0.0872143
0.1 0.01 A23 1000 0.15 500 5e+05 0.971866585401005 0.614251144761158 0.1697055 0.0225689
0.1 0.005 A23 1000 0.15 500 5e+05 0.969666290684191 0.0908892622131889 0.1810045 0.0123162
0.1 0.001 A23 1000 0.15 500 5e+05 0.967755758442967 0.0143000972173963 0.172172 0.00290161
0.1 0.05 A23 1000 0.15 1000 1e+06 0.981053741364863 0.932422910464009 0.1594315 0.0748358
0.1 0.01 A23 1000 0.15 1000 1e+06 0.98229182104373 0.739905597533564 0.1979535 0.0226567
0.1 0.005 A23 1000 0.15 1000 1e+06 0.98351218910347 0.281964783680313 0.175785 0.00890638
0.1 0.001 A23 1000 0.15 1000 1e+06 0.983918892789995 0.0221362208560386 0.178817 0.000412251
0.1 0.05 A23 1000 0.15 5000 5e+06 0.995335455145109 0.98750710043538 0.1763275 0.0918285
0.1 0.01 A23 1000 0.15 5000 5e+06 0.99599523855578 0.938715130966208 0.1695355 0.0186552
0.1 0.005 A23 1000 0.15 5000 5e+06 0.997034764072272 0.887061048087696 0.1748885 0.0102653
0.1 0.001 A23 1000 0.15 5000 5e+06 0.996703467402807 0.0745552195990499 0.1818595 0.00143778
0.1 0.05 A23 1000 0.15 10000 1e+07 0.997749051935181 0.993186271634027 0.185704 0.0916493
0.1 0.01 A23 1000 0.15 10000 1e+07 0.997937519765235 0.966132899748561 0.183206 0.0205611
0.1 0.005 A23 1000 0.15 10000 1e+07 0.998077858646563 0.914054670819368 0.178184 0.00929075
0.1 0.001 A23 1000 0.15 10000 1e+07 0.998502353943049 0.166625610222092 0.1814345 0.00183528
0.1 0.05 A23 1000 0.2 500 5e+05 0.963543548765344 0.909713727045586 0.1979765 0.125934
0.1 0.01 A23 1000 0.2 500 5e+05 0.963525744352034 0.651862988502661 0.1486095 0.021439
0.1 0.005 A23 1000 0.2 500 5e+05 0.965702999729282 0.273160698671809 0.1759655 0.010192
0.1 0.001 A23 1000 0.2 500 5e+05 0.970310397016741 0.0379851987676619 0.163349 0.00097665
0.1 0.05 A23 1000 0.2 1000 1e+06 0.97987721393006 0.951074625307716 0.189617 0.0973506
0.1 0.01 A23 1000 0.2 1000 1e+06 0.980068180553331 0.736156789396909 0.15836 0.0200468
0.1 0.005 A23 1000 0.2 1000 1e+06 0.984439557116814 0.589372644103388 0.195135 0.0097314
0.1 0.001 A23 1000 0.2 1000 1e+06 0.985475523303634 0.0361005458106192 0.206927 0.00162373
0.1 0.05 A23 1000 0.2 5000 5e+06 0.992496619372136 0.986732559552274 0.1840875 0.102843
0.1 0.01 A23 1000 0.2 5000 5e+06 0.996432839282668 0.951043152583051 0.1771025 0.0199246
0.1 0.005 A23 1000 0.2 5000 5e+06 0.996907710185716 0.888095341631521 0.1760665 0.0102471
0.1 0.001 A23 1000 0.2 5000 5e+06 0.997375490520005 0.0160734334625832 0.191933 0.00232876
0.1 0.05 A23 1000 0.2 10000 1e+07 0.998055636063544 0.994587536449096 0.18036 0.101026
0.1 0.01 A23 1000 0.2 10000 1e+07 0.998120059547355 0.973135766103745 0.1751095 0.0206328
0.1 0.005 A23 1000 0.2 10000 1e+07 0.998294185852118 0.931950818659855 0.1809675 0.00962251
0.1 0.001 A23 1000 0.2 10000 1e+07 0.998592504024504 0.0165707496769048 0.1820535 0.0021432
0.1 0.05 A23 1000 0.25 500 5e+05 0.958843674451302 0.896641650778215 0.184753 0.099087
0.1 0.01 A23 1000 0.25 500 5e+05 0.974015042379376 0.503946336792295 0.1820585 0.0141985
0.1 0.005 A23 1000 0.25 500 5e+05 0.970095413940802 0.37356215054982 0.1768005 0.0104986
0.1 0.001 A23 1000 0.25 500 5e+05 0.966876061708869 0.0106919089291294 0.1617275 0.00203686
0.1 0.05 A23 1000 0.25 1000 1e+06 0.981152390015202 0.946086158881385 0.174401 0.0797391
0.1 0.01 A23 1000 0.25 1000 1e+06 0.983652613612742 0.79823156938338 0.1921275 0.0200139
0.1 0.005 A23 1000 0.25 1000 1e+06 0.983925974023579 0.64929965852539 0.161156 0.0106603
0.1 0.001 A23 1000 0.25 1000 1e+06 0.986882186482706 0.0336785642491979 0.16924 0.00266369
0.1 0.05 A23 1000 0.25 5000 5e+06 0.994755758753418 0.989522553047671 0.178747 0.102691
0.1 0.01 A23 1000 0.25 5000 5e+06 0.996356699032788 0.955709723213847 0.1761455 0.0202951
0.1 0.005 A23 1000 0.25 5000 5e+06 0.997192173437253 0.895255158295899 0.1869215 0.00931352
0.1 0.001 A23 1000 0.25 5000 5e+06 0.996967887892064 0.0302619653109782 0.177946 0.00226789
0.1 0.05 A23 1000 0.25 10000 1e+07 0.998313337429078 0.995083025098019 0.1862535 0.0948013
0.1 0.01 A23 1000 0.25 10000 1e+07 0.998240334219581 0.975703788853558 0.183758 0.0182462
0.1 0.005 A23 1000 0.25 10000 1e+07 0.998390831012732 0.946459677916391 0.180881 0.00986478
0.1 0.001 A23 1000 0.25 10000 1e+07 0.998540675064573 0.44500848067303 0.181579 0.00210687
0.1 0.05 A24 1000 0.05 500 5e+05 0.946296928241957 0.883028296386792 0.206618 0.100788
0.1 0.01 A24 1000 0.05 500 5e+05 0.973768380468894 0.308506320532158 0.1948655 0.0142125
0.1 0.005 A24 1000 0.05 500 5e+05 0.936902874701896 0.0130214571990308 0.152507 0.00753277
0.1 0.001 A24 1000 0.05 500 5e+05 0.960706151629603 0.0134256198094463 0.187942 0.00416524
0.1 0.05 A24 1000 0.05 1000 1e+06 0.969886675791366 0.910152834451981 0.2062115 0.102006
0.1 0.01 A24 1000 0.05 1000 1e+06 0.981301498538525 0.285402019715937 0.2179435 0.0188678
0.1 0.005 A24 1000 0.05 1000 1e+06 0.985494270267998 0.102211386964776 0.1959965 0.00732306
0.1 0.001 A24 1000 0.05 1000 1e+06 0.986347214242076 0.00703621032324538 0.1759445 0.0023835
0.1 0.05 A24 1000 0.05 5000 5e+06 0.994721961640289 0.97881427887392 0.188206 0.1018
0.1 0.01 A24 1000 0.05 5000 5e+06 0.996697048990082 0.9171387059254 0.179815 0.017697
0.1 0.005 A24 1000 0.05 5000 5e+06 0.996610450066036 0.716000650826177 0.176155 0.00949604
0.1 0.001 A24 1000 0.05 5000 5e+06 0.9941284246065 0.0462331673299331 0.175993 0.00345699
0.1 0.05 A24 1000 0.05 10000 1e+07 0.997754779179622 0.99273885063602 0.184416 0.0986384
0.1 0.01 A24 1000 0.05 10000 1e+07 0.997868642526046 0.91457077989888 0.1827835 0.0178901
0.1 0.005 A24 1000 0.05 10000 1e+07 0.998049628711169 0.833823843005218 0.1854105 0.0110003
0.1 0.001 A24 1000 0.05 10000 1e+07 0.997724354938931 0.000264373860042613 0.1813975 0.0029042
0.1 0.05 A24 1000 0.1 500 5e+05 0.949664908121292 0.871389092395418 0.1958065 0.106652
0.1 0.01 A24 1000 0.1 500 5e+05 0.967271416114589 0.00109838027268258 0.1767825 0.0172085
0.1 0.005 A24 1000 0.1 500 5e+05 0.970878399957094 0.0822852177175956 0.1691505 0.0132634
0.1 0.001 A24 1000 0.1 500 5e+05 0.962756361305072 0.0105996473549771 0.177494 0.00345355
0.1 0.05 A24 1000 0.1 1000 1e+06 0.981513833911125 0.941221776506223 0.175409 0.086291
0.1 0.01 A24 1000 0.1 1000 1e+06 0.978147315145895 0.797914540602348 0.185085 0.0192172
0.1 0.005 A24 1000 0.1 1000 1e+06 0.98559565571482 0.482616557318619 0.178802 0.00878722
0.1 0.001 A24 1000 0.1 1000 1e+06 0.983551024199928 0.0236157538138163 0.212528 0.0026114
0.1 0.05 A24 1000 0.1 5000 5e+06 0.990486100847905 0.981267240521636 0.181939 0.0950549
0.1 0.01 A24 1000 0.1 5000 5e+06 0.996409644061565 0.940624404383885 0.1899375 0.0206847
0.1 0.005 A24 1000 0.1 5000 5e+06 0.996316612519306 0.794580182581322 0.172024 0.00992468
0.1 0.001 A24 1000 0.1 5000 5e+06 0.996679886545803 0.0432655354280227 0.1904065 0.00211744
0.1 0.05 A24 1000 0.1 10000 1e+07 0.998026739685177 0.993304285828111 0.17821 0.0923345
0.1 0.01 A24 1000 0.1 10000 1e+07 0.997803485341907 0.967276243014121 0.180039 0.0195589
0.1 0.005 A24 1000 0.1 10000 1e+07 0.998378325328073 0.914077895027124 0.1749045 0.0090711
0.1 0.001 A24 1000 0.1 10000 1e+07 0.99834675204495 0.233341008184483 0.1847125 0.00205003
0.1 0.05 A24 1000 0.15 500 5e+05 0.951001219563626 0.863541387434752 0.167043 0.085193
0.1 0.01 A24 1000 0.15 500 5e+05 0.960469851316022 0.299389779140248 0.1879115 0.018649
0.1 0.005 A24 1000 0.15 500 5e+05 0.970120961781951 0.0566652589117007 0.181335 0.00539873
0.1 0.001 A24 1000 0.15 500 5e+05 0.973441221620201 0.00252625398285486 0.1843105 0.00100643
0.1 0.05 A24 1000 0.15 1000 1e+06 0.975146219216158 0.926531698107042 0.178618 0.0821066
0.1 0.01 A24 1000 0.15 1000 1e+06 0.981857345156165 0.766769908249509 0.200968 0.0206194
0.1 0.005 A24 1000 0.15 1000 1e+06 0.984093036717007 0.609275550233494 0.189193 0.0143488
0.1 0.001 A24 1000 0.15 1000 1e+06 0.983451225484134 0.000928168173429914 0.1843075 0.00177065
0.1 0.05 A24 1000 0.15 5000 5e+06 0.994828637613778 0.985421089557531 0.185163 0.0958082
0.1 0.01 A24 1000 0.15 5000 5e+06 0.996132891102934 0.938671084059802 0.1732605 0.0186979
0.1 0.005 A24 1000 0.15 5000 5e+06 0.996126876255173 0.848560978447745 0.1896145 0.0109438
0.1 0.001 A24 1000 0.15 5000 5e+06 0.997151607960158 0.0880389475014766 0.179536 0.00161392
0.1 0.05 A24 1000 0.15 10000 1e+07 0.998308882836453 0.994882930275527 0.188772 0.0913346
0.1 0.01 A24 1000 0.15 10000 1e+07 0.998189355212239 0.965983261826475 0.1754375 0.0190489
0.1 0.005 A24 1000 0.15 10000 1e+07 0.99835562199133 0.918706771207417 0.1886915 0.0100592
0.1 0.001 A24 1000 0.15 10000 1e+07 0.998531747822387 0.0494755960404727 0.1803225 0.00215911
0.1 0.05 A24 1000 0.2 500 5e+05 0.944091974068739 0.855718133227156 0.1828415 0.0841962
0.1 0.01 A24 1000 0.2 500 5e+05 0.968937093364164 0.385741860616637 0.203659 0.020019
0.1 0.005 A24 1000 0.2 500 5e+05 0.963441233213218 0.0220754506036789 0.1623665 0.00695015
0.1 0.001 A24 1000 0.2 500 5e+05 0.970312297467319 0.0205842975833741 0.187649 0.0013191
0.1 0.05 A24 1000 0.2 1000 1e+06 0.985431506161744 0.950267132676898 0.178199 0.0893685
0.1 0.01 A24 1000 0.2 1000 1e+06 0.981782996455824 0.74777672065019 0.183938 0.0177446
0.1 0.005 A24 1000 0.2 1000 1e+06 0.982785246207532 0.512801644258375 0.180572 0.00753853
0.1 0.001 A24 1000 0.2 1000 1e+06 0.985768294107527 0.0132162709683868 0.217491 0.00227653
0.1 0.05 A24 1000 0.2 5000 5e+06 0.9967210953921 0.989338033255362 0.185877 0.0933206
0.1 0.01 A24 1000 0.2 5000 5e+06 0.996585196814527 0.948001365601111 0.1885635 0.0202119
0.1 0.005 A24 1000 0.2 5000 5e+06 0.996821060807471 0.901670853914824 0.193094 0.0115272
0.1 0.001 A24 1000 0.2 5000 5e+06 0.996633484940556 0.0815252241903347 0.1824545 0.00205762
0.1 0.05 A24 1000 0.2 10000 1e+07 0.997149646823117 0.993810427236403 0.188255 0.0967147
0.1 0.01 A24 1000 0.2 10000 1e+07 0.998139476723035 0.97467297881202 0.1821925 0.0209739
0.1 0.005 A24 1000 0.2 10000 1e+07 0.998486869458996 0.942083270019146 0.190079 0.00984749
0.1 0.001 A24 1000 0.2 10000 1e+07 0.998512720639653 0.204811262458833 0.1812135 0.00194773
0.1 0.05 A24 1000 0.25 500 5e+05 0.964377994475007 0.891468252055183 0.1892645 0.102656
0.1 0.01 A24 1000 0.25 500 5e+05 0.965128163615044 0.656493588577102 0.157432 0.0214319
0.1 0.005 A24 1000 0.25 500 5e+05 0.967339311692954 0.517394391516966 0.1473995 0.00890429
0.1 0.001 A24 1000 0.25 500 5e+05 0.964478637057123 0.0267334402882639 0.150937 0.00342409
0.1 0.05 A24 1000 0.25 1000 1e+06 0.977151438174006 0.946202971018074 0.196223 0.109411
0.1 0.01 A24 1000 0.25 1000 1e+06 0.985655955355587 0.780682263850726 0.2029715 0.0192401
0.1 0.005 A24 1000 0.25 1000 1e+06 0.982826879562477 0.585508823405533 0.1727805 0.00957955
0.1 0.001 A24 1000 0.25 1000 1e+06 0.984095469299255 0.0270353180602854 0.19354 0.00215923
0.1 0.05 A24 1000 0.25 5000 5e+06 0.996339936548885 0.988555609796937 0.1910545 0.0989621
0.1 0.01 A24 1000 0.25 5000 5e+06 0.996490618081585 0.950959485692161 0.1806085 0.0195611
0.1 0.005 A24 1000 0.25 5000 5e+06 0.99684358696359 0.887906143444516 0.173428 0.00923328
0.1 0.001 A24 1000 0.25 5000 5e+06 0.997054119970133 0.0211725128557062 0.176942 0.00193905
0.1 0.05 A24 1000 0.25 10000 1e+07 0.998016890211381 0.9947084705376 0.1842075 0.093648
0.1 0.01 A24 1000 0.25 10000 1e+07 0.998441075752645 0.9796762280484 0.1814455 0.0200541
0.1 0.005 A24 1000 0.25 10000 1e+07 0.998346870182694 0.952275461655937 0.179525 0.00938459
0.1 0.001 A24 1000 0.25 10000 1e+07 0.998596561149019 0.519174722665746 0.178722 0.00195522
0.1 0.05 A25 1000 0.05 500 5e+05 0.949271501811989 0.855436421045712 0.1942515 0.105726
0.1 0.01 A25 1000 0.05 500 5e+05 0.963383656440288 0.337014445973188 0.198914 0.0161816
0.1 0.005 A25 1000 0.05 500 5e+05 0.963179375038697 0.0580686177441289 0.1802615 0.0092949
0.1 0.001 A25 1000 0.05 500 5e+05 0.966225204863214 0.0351355677974586 0.1877595 0.00357967
0.1 0.05 A25 1000 0.05 1000 1e+06 0.976076908411001 0.920692882171445 0.1801585 0.100408
0.1 0.01 A25 1000 0.05 1000 1e+06 0.978872754784306 0.627570747892556 0.18624 0.025371
0.1 0.005 A25 1000 0.05 1000 1e+06 0.978861025347769 0.0101918468940663 0.184837 0.0122639
0.1 0.001 A25 1000 0.05 1000 1e+06 0.972836405788572 0.125437118478414 0.1869 0.00551743
0.1 0.05 A25 1000 0.05 5000 5e+06 0.993526688736626 0.976985713409139 0.1894315 0.0931354
0.1 0.01 A25 1000 0.05 5000 5e+06 0.994735797297451 0.870340047517345 0.1887675 0.0217836
0.1 0.005 A25 1000 0.05 5000 5e+06 0.995394666419605 0.791986279369 0.1886225 0.0103074
0.1 0.001 A25 1000 0.05 5000 5e+06 0.994959289889227 0.134420437884678 0.1877225 0.00228272
0.1 0.05 A25 1000 0.05 10000 1e+07 0.997215696423108 0.98835501220352 0.1905575 0.098429
0.1 0.01 A25 1000 0.05 10000 1e+07 0.997835955222802 0.933514068061032 0.182073 0.0215073
0.1 0.005 A25 1000 0.05 10000 1e+07 0.997457409881022 0.821922668092551 0.1810225 0.0105979
0.1 0.001 A25 1000 0.05 10000 1e+07 0.99789074898004 0.0482542592349364 0.183707 0.00197424
0.1 0.05 A25 1000 0.1 500 5e+05 0.887677889461284 0.771741892653747 0.1821135 0.085839
0.1 0.01 A25 1000 0.1 500 5e+05 0.969097166752874 0.489508367779373 0.1741355 0.0178887
0.1 0.005 A25 1000 0.1 500 5e+05 0.969605313340732 0.0896261097251924 0.1863575 0.0137012
0.1 0.001 A25 1000 0.1 500 5e+05 0.962623122275701 0.0556532744970389 0.1680595 0.00294973
0.1 0.05 A25 1000 0.1 1000 1e+06 0.976807866243773 0.946683522526157 0.1625935 0.0934926
0.1 0.01 A25 1000 0.1 1000 1e+06 0.981425800845782 0.699990923047779 0.167601 0.0204193
0.1 0.005 A25 1000 0.1 1000 1e+06 0.983094411502423 0.125330117917604 0.165767 0.00995389
0.1 0.001 A25 1000 0.1 1000 1e+06 0.97559173803562 0.00165872570074116 0.166414 0.000802535
0.1 0.05 A25 1000 0.1 5000 5e+06 0.99539348913006 0.987519962717352 0.182392 0.101826
0.1 0.01 A25 1000 0.1 5000 5e+06 0.996256576303309 0.918724952971988 0.192157 0.0200738
0.1 0.005 A25 1000 0.1 5000 5e+06 0.996278184183468 0.850892225439735 0.176786 0.0100872
0.1 0.001 A25 1000 0.1 5000 5e+06 0.99678584455051 0.0651349930914263 0.1856335 0.00227138
0.1 0.05 A25 1000 0.1 10000 1e+07 0.997828356856862 0.993883262336564 0.184852 0.0983037
0.1 0.01 A25 1000 0.1 10000 1e+07 0.998031643754553 0.95650647457202 0.1812105 0.0202426
0.1 0.005 A25 1000 0.1 10000 1e+07 0.998349008887873 0.914640631282772 0.1791365 0.0108011
0.1 0.001 A25 1000 0.1 10000 1e+07 0.998340272430121 0.0301983299658246 0.187849 0.00241792
0.1 0.05 A25 1000 0.15 500 5e+05 0.968023049652255 0.893909578353814 0.208202 0.0833368
0.1 0.01 A25 1000 0.15 500 5e+05 0.956444076794568 0.410465349117741 0.1949485 0.0172837
0.1 0.005 A25 1000 0.15 500 5e+05 0.971498713242891 0.0632101101653945 0.200063 0.00898554
0.1 0.001 A25 1000 0.15 500 5e+05 0.976252289943534 0.000880229639288781 0.200705 0.00325283
0.1 0.05 A25 1000 0.15 1000 1e+06 0.977772843490969 0.942449641948657 0.1783505 0.113703
0.1 0.01 A25 1000 0.15 1000 1e+06 0.982848559939184 0.735822001837092 0.1802355 0.0215056
0.1 0.005 A25 1000 0.15 1000 1e+06 0.984147586203305 0.44275139735195 0.180726 0.0093585
0.1 0.001 A25 1000 0.15 1000 1e+06 0.981774593496629 0.0128977764986571 0.178306 0.00332789
0.1 0.05 A25 1000 0.15 5000 5e+06 0.995972681148167 0.98867740874428 0.1833025 0.0968576
0.1 0.01 A25 1000 0.15 5000 5e+06 0.99636879522135 0.948729657889238 0.1876565 0.0194417
0.1 0.005 A25 1000 0.15 5000 5e+06 0.996258360712232 0.843170169650016 0.1736705 0.0104424
0.1 0.001 A25 1000 0.15 5000 5e+06 0.996970128738602 0.0245948349673824 0.1812065 0.00254454
0.1 0.05 A25 1000 0.15 10000 1e+07 0.996694419875955 0.993425695857024 0.1788225 0.0906855
0.1 0.01 A25 1000 0.15 10000 1e+07 0.998220340710574 0.969628132564403 0.181291 0.019804
0.1 0.005 A25 1000 0.15 10000 1e+07 0.998271164021292 0.935426910483938 0.175295 0.00963015
0.1 0.001 A25 1000 0.15 10000 1e+07 0.998397882845303 0.0147418272522398 0.179745 0.00213048
0.1 0.05 A25 1000 0.2 500 5e+05 0.963897728672298 0.852626995135994 0.2059705 0.08932
0.1 0.01 A25 1000 0.2 500 5e+05 0.968996170695866 0.523131439177578 0.180441 0.0168684
0.1 0.005 A25 1000 0.2 500 5e+05 0.961784995921166 0.052179279071841 0.159445 0.00828896
0.1 0.001 A25 1000 0.2 500 5e+05 0.970401823227089 0.0154445609133707 0.1678605 0.00192804
0.1 0.05 A25 1000 0.2 1000 1e+06 0.973643650866204 0.935154869194791 0.1675995 0.0986722
0.1 0.01 A25 1000 0.2 1000 1e+06 0.983380928443628 0.79177931897042 0.1836705 0.021422
0.1 0.005 A25 1000 0.2 1000 1e+06 0.98145141225625 0.398843061974283 0.1832255 0.00737684
0.1 0.001 A25 1000 0.2 1000 1e+06 0.98352826405618 0.00928289094881784 0.179442 0.00312157
0.1 0.05 A25 1000 0.2 5000 5e+06 0.995699858869358 0.986818352598238 0.1743295 0.090814
0.1 0.01 A25 1000 0.2 5000 5e+06 0.996325469322602 0.940963918819531 0.1775625 0.0174435
0.1 0.005 A25 1000 0.2 5000 5e+06 0.996875280952891 0.853165627317911 0.1813 0.0091541
0.1 0.001 A25 1000 0.2 5000 5e+06 0.997108217342016 0.020377707322436 0.1908305 0.00206936
0.1 0.05 A25 1000 0.2 10000 1e+07 0.998274410142716 0.994986940073818 0.1757045 0.103945
0.1 0.01 A25 1000 0.2 10000 1e+07 0.998274369068592 0.9751096581482 0.175088 0.0192916
0.1 0.005 A25 1000 0.2 10000 1e+07 0.998048338320599 0.934259857277043 0.1845835 0.0093291
0.1 0.001 A25 1000 0.2 10000 1e+07 0.998501869486032 0.124781448258332 0.182733 0.00207844
0.1 0.05 A25 1000 0.25 500 5e+05 0.960010838699474 0.897788336010276 0.1765145 0.10311
0.1 0.01 A25 1000 0.25 500 5e+05 0.967011292947554 0.635894005771581 0.161752 0.0197316
0.1 0.005 A25 1000 0.25 500 5e+05 0.965832216955424 0.200660012085205 0.18572 0.0104045
0.1 0.001 A25 1000 0.25 500 5e+05 0.970553458830492 0.0123750028433238 0.2215475 0.00186487
0.1 0.05 A25 1000 0.25 1000 1e+06 0.976885807307145 0.951994665815157 0.1660325 0.121157
0.1 0.01 A25 1000 0.25 1000 1e+06 0.983749441896986 0.773112762189776 0.1948625 0.0149606
0.1 0.005 A25 1000 0.25 1000 1e+06 0.986512082944036 0.501495223035685 0.2161345 0.00851494
0.1 0.001 A25 1000 0.25 1000 1e+06 0.985122845644236 0.021567330783472 0.1725605 0.00250056
0.1 0.05 A25 1000 0.25 5000 5e+06 0.995558066374576 0.989666743126549 0.177598 0.103688
0.1 0.01 A25 1000 0.25 5000 5e+06 0.996644249159002 0.954078218146123 0.1866115 0.0198564
0.1 0.005 A25 1000 0.25 5000 5e+06 0.996323159626929 0.905843362022931 0.1675155 0.0100677
0.1 0.001 A25 1000 0.25 5000 5e+06 0.99705298967904 0.0385490834961866 0.1803165 0.00186869
0.1 0.05 A25 1000 0.25 10000 1e+07 0.997966787465626 0.994367096473134 0.177826 0.096869
0.1 0.01 A25 1000 0.25 10000 1e+07 0.998343393199262 0.978310218758401 0.179076 0.0203932
0.1 0.005 A25 1000 0.25 10000 1e+07 0.998137404594332 0.949359377928976 0.177231 0.00977553
0.1 0.001 A25 1000 0.25 10000 1e+07 0.998504708985539 0.533813584468334 0.1841045 0.00205553
0.1 0.05 A26 1000 0.05 500 5e+05 0.94793292974381 0.864036993999399 0.190946 0.103659
0.1 0.01 A26 1000 0.05 500 5e+05 0.954259001430153 0.0108553005631116 0.1942475 0.0143048
0.1 0.005 A26 1000 0.05 500 5e+05 0.961278861729949 0.117824329610762 0.1923895 0.00777233
0.1 0.001 A26 1000 0.05 500 5e+05 0.945341668315732 0.0260839597228283 0.145759 0.00206015
0.1 0.05 A26 1000 0.05 1000 1e+06 0.959911185433096 0.894165291409824 0.161582 0.0936915
0.1 0.01 A26 1000 0.05 1000 1e+06 0.979385375123659 0.627918934543563 0.176412 0.0216752
0.1 0.005 A26 1000 0.05 1000 1e+06 0.978991065070605 0.33874466807115 0.1818175 0.0128575
0.1 0.001 A26 1000 0.05 1000 1e+06 0.963019100591643 0.00149100263613811 0.157057 0.00165639
0.1 0.05 A26 1000 0.05 5000 5e+06 0.99508926202 0.98792849142162 0.176937 0.0888158
0.1 0.01 A26 1000 0.05 5000 5e+06 0.996481568774125 0.918510611350177 0.1863045 0.0203545
0.1 0.005 A26 1000 0.05 5000 5e+06 0.996985638698004 0.624405047101479 0.187549 0.00877438
0.1 0.001 A26 1000 0.05 5000 5e+06 0.994762453581282 0.0146557753334628 0.1827125 0.000636132
0.1 0.05 A26 1000 0.05 10000 1e+07 0.997314229942135 0.99319121356232 0.178624 0.0925658
0.1 0.01 A26 1000 0.05 10000 1e+07 0.998239196981226 0.96374256169372 0.186419 0.0186563
0.1 0.005 A26 1000 0.05 10000 1e+07 0.998009304597481 0.859724419679777 0.1866125 0.00991233
0.1 0.001 A26 1000 0.05 10000 1e+07 0.997430978639052 0.000194652905167778 0.1752455 0.00175344
0.1 0.05 A26 1000 0.1 500 5e+05 0.948146169517151 0.875155273147076 0.1777345 0.0970093
0.1 0.01 A26 1000 0.1 500 5e+05 0.961920531038053 0.465936446790505 0.1911595 0.0231259
0.1 0.005 A26 1000 0.1 500 5e+05 0.97303375911247 0.046452538062446 0.2019675 0.0104151
0.1 0.001 A26 1000 0.1 500 5e+05 0.97850139315749 0.0239384027640975 0.2126685 0.000532624
0.1 0.05 A26 1000 0.1 1000 1e+06 0.973020373408485 0.930473841138919 0.2004515 0.100069
0.1 0.01 A26 1000 0.1 1000 1e+06 0.984270979864042 0.748873020923378 0.2224635 0.0242467
0.1 0.005 A26 1000 0.1 1000 1e+06 0.982107624948865 0.391631683874558 0.188599 0.0102791
0.1 0.001 A26 1000 0.1 1000 1e+06 0.985974596239354 0.0129628154276348 0.1802025 0.000378127
0.1 0.05 A26 1000 0.1 5000 5e+06 0.996093269912843 0.98683863274215 0.1781345 0.0953481
0.1 0.01 A26 1000 0.1 5000 5e+06 0.996249864645087 0.94030102335744 0.177079 0.0195772
0.1 0.005 A26 1000 0.1 5000 5e+06 0.995960218670816 0.817411733142712 0.173571 0.00910828
0.1 0.001 A26 1000 0.1 5000 5e+06 0.99694761950467 0.0949973651945702 0.1773285 0.00188953
0.1 0.05 A26 1000 0.1 10000 1e+07 0.997845961161669 0.992685125995223 0.178004 0.0938109
0.1 0.01 A26 1000 0.1 10000 1e+07 0.998533663890983 0.973707197961961 0.1844 0.0209101
0.1 0.005 A26 1000 0.1 10000 1e+07 0.998194422308737 0.90247721914376 0.182528 0.00922431
0.1 0.001 A26 1000 0.1 10000 1e+07 0.998243320220991 0.0278091959677923 0.182679 0.00218543
0.1 0.05 A26 1000 0.15 500 5e+05 0.961611908639498 0.875325677691701 0.189347 0.09308
0.1 0.01 A26 1000 0.15 500 5e+05 0.960819967762764 0.590289563638769 0.170367 0.0207595
0.1 0.005 A26 1000 0.15 500 5e+05 0.968847999293934 0.220312635623231 0.1849375 0.0059273
0.1 0.001 A26 1000 0.15 500 5e+05 0.967210657954216 0.00615196257819011 0.203884 0.00156895
0.1 0.05 A26 1000 0.15 1000 1e+06 0.96811130195871 0.928579896552577 0.169162 0.104791
0.1 0.01 A26 1000 0.15 1000 1e+06 0.980530678537857 0.72106381984281 0.1569475 0.0184295
0.1 0.005 A26 1000 0.15 1000 1e+06 0.979987284554775 0.00409936757690875 0.180235 0.00955613
0.1 0.001 A26 1000 0.15 1000 1e+06 0.983197917962035 0.000465666854391003 0.1822485 0.00327154
0.1 0.05 A26 1000 0.15 5000 5e+06 0.995350490520781 0.985957355824813 0.178923 0.0907044
